"Time";"JN02LM01_FE";"JN02_TE02";"JN02_TE11";"JN02LM01_T1";"JN02LM01_T2";"JN01_TE12";"JN01_TE13";"JN01LM01_FE";"JN01LM01_T1";"JN01LM01_T2";"JN01_TE01";"JN01_TE02";"JN01_TE03";"KS01_TE22";"KS01_TE21";"JN01LM02_FE";"JN01LM02_T1";"JN01LM02_T2";"JN01_TE11";"JN01_TV01"
"2017-12-01T00:00:00+02:00";0;5.546;6.8;14.652;7.948;1.544;3.052;0.232;4.61;1.355;1.066;4.177;4.313;24.2;20.8;0.385;3.751;1.301;1.143;100
"2017-12-01T00:15:00+02:00";0;5.561;6.844;14.658;7.942;3.324;2.632;0.15;4.527;3.098;3.146;4.047;4.154;24.212;20.8;0.262;3.179;2.788;2.912;100
"2017-12-01T00:30:00+02:00";0;5.438;6.897;14.333;7.963;2.459;3.354;0.182;4.511;2.48;1.899;4.065;4.173;24.203;20.8;0.313;3.821;2.431;2.014;100
"2017-12-01T00:45:00+02:00";0;5.515;6.9;14.2;7.9;1.917;2.707;0.23;4.758;1.343;1.713;4.267;4.404;24.238;20.838;0.367;3.408;1.328;1.546;100
"2017-12-01T01:00:00+02:00";0;5.441;6.9;14.167;7.933;4.189;2.957;0.124;4.515;4.038;3.821;4.048;4.119;24.282;20.892;0.214;3.401;3.953;3.731;100
"2017-12-01T01:15:00+02:00";0;5.152;6.989;13.964;7.864;3.998;3.854;0.148;4.664;4.093;3.456;4.264;4.409;24.297;20.9;0.261;4.285;4.008;3.553;100
"2017-12-01T01:30:00+02:00";0;5.311;7;13.733;7.5;2.052;3.447;0.249;5.112;1.868;1.589;4.706;4.861;24.3;20.9;0.425;4.176;1.794;1.682;100
"2017-12-01T01:45:00+02:00";0;5.624;7;13.8;7.63;1.592;2.633;0.247;4.782;1.422;1.131;4.194;4.322;24.3;20.9;0.416;3.304;1.352;1.191;100
"2017-12-01T02:00:00+02:00";0.045;4.089;6.919;9.706;5.888;2.852;2.467;0.187;4.372;1.942;2.172;3.834;3.95;24.3;20.9;0.309;3.085;1.914;1.852;100
"2017-12-01T02:15:00+02:00";0.052;3.587;6.191;5.884;5.018;3.556;3.267;0.143;4.414;3.275;2.8;3.996;4.103;24.3;20.97;0.247;3.663;3.197;2.834;100
"2017-12-01T02:30:00+02:00";0.007;4.365;5.797;6.579;4.763;1.722;3.227;0.234;4.733;1.518;1.248;4.285;4.415;24.3;21;0.389;3.984;1.463;1.323;100
"2017-12-01T02:45:00+02:00";0.002;5.172;5.785;7.533;6.226;2.854;2.854;0.173;4.613;2.946;2.438;4.106;4.228;24.3;21;0.293;3.392;2.869;2.474;100
"2017-12-01T03:00:00+02:00";0.001;5.287;5.82;8.475;7.37;2.468;2.969;0.194;4.526;2.182;2.28;4.076;4.198;24.35;21;0.315;3.59;1.99;2.076;100
"2017-12-01T03:15:00+02:00";0.001;5.246;5.893;9.083;7.5;3.55;3.236;0.147;4.715;3.357;2.932;4.247;4.4;24.4;21;0.243;3.651;3.596;3.084;100
"2017-12-01T03:30:00+02:00";0;5.394;5.949;10.071;7.5;1.728;3.248;0.231;4.817;1.529;1.33;4.37;4.544;24.4;21.008;0.384;3.949;1.454;1.326;100
"2017-12-01T03:45:00+02:00";0;5.541;6.066;11.195;7.632;4.066;2.922;0.15;4.742;3.577;3.897;4.249;4.372;24.4;21.022;0.256;3.398;3.52;3.634;100
"2017-12-01T04:00:00+02:00";0;5.357;6.107;12.223;7.867;3.752;3.803;0.155;4.739;3.556;3.19;4.331;4.456;24.4;21.092;0.255;4.182;3.641;3.299;100
"2017-12-01T04:15:00+02:00";0;5.556;6.179;12.3;7.736;1.962;3.439;0.24;5.109;1.798;1.481;4.707;4.862;24.4;21.1;0.405;4.176;1.74;1.557;100
"2017-12-01T04:30:00+02:00";0;5.892;6.206;12.397;7.855;1.811;2.641;0.244;4.794;1.418;1.653;4.222;4.348;24.4;21.1;0.409;3.28;1.325;1.432;100
"2017-12-01T04:45:00+02:00";0;6.003;6.285;12.539;8.231;1.754;2.718;0.214;4.446;1.537;1.141;3.924;4.047;24.4;21.1;0.355;3.268;1.373;1.263;100
"2017-12-01T05:00:00+02:00";0;5.953;6.326;12.924;8.4;3.597;2.698;0.147;4.467;3.097;3.52;4.006;4.127;24.419;21.1;0.248;3.233;3.047;3.194;100
"2017-12-01T05:15:00+02:00";0;5.889;6.4;13.368;8.378;2.294;3.44;0.205;4.644;2.371;1.688;4.152;4.311;24.448;21.167;0.346;3.953;2.278;1.907;100
"2017-12-01T05:30:00+02:00";0;5.859;6.414;13.4;8.3;3.038;2.897;0.175;4.896;2.781;2.912;4.426;4.548;24.492;21.17;0.291;3.487;2.664;2.646;100
"2017-12-01T05:45:00+02:00";0;5.8;6.496;13.467;8.278;3.613;3.473;0.162;4.733;3.618;3.033;4.263;4.422;24.492;21.193;0.286;3.906;3.688;3.198;100
"2017-12-01T06:00:00+02:00";0;5.81;6.524;13.949;8.2;1.828;3.329;0.238;4.932;1.636;1.335;4.522;4.652;24.492;21.2;0.401;4.043;1.553;1.449;100
"2017-12-01T06:15:00+02:00";0;6.091;6.6;14.222;8.227;1.402;2.572;0.241;4.729;1.194;0.929;4.196;4.314;24.5;21.2;0.405;3.242;1.172;0.991;100
"2017-12-01T06:30:00+02:00";0;6.352;6.6;14.3;8.421;1.519;2.317;0.23;4.349;1.209;1.13;3.779;3.948;24.5;21.192;0.38;2.921;1.135;1.121;100
"2017-12-01T06:45:00+02:00";0;6.454;6.612;14.3;8.741;1.652;2.364;0.214;4.146;1.122;1.52;3.648;3.718;24.5;21.135;0.353;2.947;1.073;1.287;100
"2017-12-01T07:00:00+02:00";0;6.154;6.693;14.3;8.9;3.422;2.763;0.136;4.319;3.559;2.808;3.864;4.002;24.5;21.1;0.234;3.2;3.481;2.967;100
"2017-12-01T07:15:00+02:00";0;6.237;6.7;14.416;8.784;1.533;3.014;0.237;4.581;1.241;1.073;4.157;4.28;24.492;21.1;0.396;3.68;1.167;1.111;100
"2017-12-01T07:30:00+02:00";0;6.321;6.713;14.5;8.7;1.086;2.357;0.234;4.503;0.913;0.614;3.922;4.037;24.5;21.1;0.385;3.002;0.876;0.691;100
"2017-12-01T07:45:00+02:00";0;6.673;6.8;14.529;8.819;0.809;2.057;0.237;4.15;0.603;0.363;3.602;3.71;24.5;21.108;0.388;2.665;0.543;0.435;100
"2017-12-01T08:00:00+02:00";0;6.847;6.8;14.726;9.026;0.697;1.852;0.237;3.919;0.452;0.212;3.345;3.474;24.555;21.134;0.387;2.467;0.397;0.259;100
"2017-12-01T08:15:00+02:00";0;6.936;6.83;15.049;9.253;0.57;1.742;0.229;3.786;0.348;0.107;3.233;3.334;24.579;21.155;0.371;2.349;0.286;0.148;100
"2017-12-01T08:30:00+02:00";0;6.982;6.884;15.322;9.461;1.636;1.749;0.182;3.7;1.353;1.532;3.193;3.301;24.584;21.193;0.313;2.279;1.012;1.303;100
"2017-12-01T08:45:00+02:00";0;6.656;6.9;15.494;9.473;2.606;2.489;0.159;3.876;2.654;2.242;3.449;3.542;24.578;21.2;0.271;2.925;2.506;2.222;100
"2017-12-01T09:00:00+02:00";0;6.386;6.9;15.5;9.35;4.222;3.152;0.124;4.209;3.876;3.868;3.794;3.886;24.517;21.176;0.212;3.701;3.764;3.789;100
"2017-12-01T09:15:00+02:00";0;5.901;6.9;15.402;8.904;4.296;3.724;0.139;4.686;4.339;3.758;4.292;4.414;24.53;21.1;0.243;4.13;4.373;3.836;100
"2017-12-01T09:30:00+02:00";0;6.024;6.952;15.322;8.431;1.866;3.532;0.251;5.017;1.651;1.356;4.624;4.747;24.507;21.1;0.429;4.228;1.699;1.472;100
"2017-12-01T09:45:00+02:00";0;6.314;7;15.51;8.355;1.288;2.438;0.255;4.782;1.046;0.843;4.159;4.329;24.508;21.075;0.43;3.138;0.991;0.873;100
"2017-12-01T10:00:00+02:00";0;6.756;7;15.794;8.634;0.897;2.144;0.24;4.208;0.721;0.403;3.628;3.777;24.5;21;0.399;2.757;0.634;0.467;100
"2017-12-01T10:15:00+02:00";0.008;5.116;6.998;14.339;8.361;0.832;1.764;0.246;4.028;0.168;0.005;3.481;3.627;24.5;21;0.407;2.431;0.109;0.04;100
"2017-12-01T10:30:00+02:00";0.085;1.203;6.402;5.958;2.207;1.099;1.859;0.246;3.706;0.093;-0.026;3.178;3.323;24.5;21;0.408;2.387;0.012;0.014;100
"2017-12-01T10:45:00+02:00";0.016;3.036;5.676;5.979;2.736;0.476;1.777;0.246;3.548;0.161;0.052;2.966;3.111;24.5;20.956;0.406;2.396;0.106;0.074;100
"2017-12-01T11:00:00+02:00";0.002;4.801;5.6;7.217;4.939;0.12;1.542;0.236;3.493;-0.116;-0.298;2.9;3.041;24.5;20.9;0.385;2.135;-0.152;-0.162;100
"2017-12-01T11:15:00+02:00";0.001;5.151;5.608;8.056;6.709;0.022;1.282;0.239;3.442;-0.266;-0.409;2.857;2.975;24.5;20.9;0.391;1.876;-0.346;-0.296;100
"2017-12-01T11:30:00+02:00";0.001;5.345;5.692;8.797;7.451;0;1.201;0.238;3.292;-0.354;-0.469;2.723;2.884;24.486;20.893;0.39;1.769;-0.423;-0.384;100
"2017-12-01T11:45:00+02:00";0;5.457;5.786;9.496;7.698;0.406;1.148;0.23;3.2;0.048;0.067;2.644;2.8;24.429;20.873;0.358;1.7;0.011;0.043;100
"2017-12-01T12:00:00+02:00";0;5.613;5.838;10.122;7.913;0.022;1.326;0.235;3.223;-0.313;-0.397;2.699;2.831;24.407;20.8;0.383;1.923;-0.391;-0.288;100
"2017-12-01T12:15:00+02:00";0;5.819;5.9;10.99;8.148;0.003;1.197;0.235;3.296;-0.3;-0.398;2.724;2.866;24.4;20.8;0.382;1.774;-0.4;-0.311;100
"2017-12-01T12:30:00+02:00";0;5.792;5.973;12.062;8.309;2.262;1.424;0.145;3.227;1.891;2.12;2.729;2.864;24.4;20.8;0.238;1.877;1.791;1.903;100
"2017-12-01T12:45:00+02:00";0;5.566;6.04;13.027;8.346;3.473;2.432;0.116;3.636;3.238;3.094;3.179;3.287;24.4;20.8;0.195;2.836;3.138;3.062;100
"2017-12-01T13:00:00+02:00";0;5.509;6.1;13.518;8.103;1.353;2.896;0.23;4.168;1.288;0.74;3.757;3.879;24.4;20.8;0.39;3.549;1.217;0.927;100
"2017-12-01T13:15:00+02:00";0;5.766;6.124;13.71;8.02;0.746;1.928;0.254;4.286;0.525;0.306;3.688;3.81;24.4;20.8;0.424;2.612;0.477;0.344;100
"2017-12-01T13:30:00+02:00";0;6.141;6.192;13.899;8.299;0.574;1.662;0.235;3.759;0.376;0.103;3.194;3.314;24.4;20.8;0.386;2.263;0.303;0.202;100
"2017-12-01T13:45:00+02:00";0;6.524;6.2;14.112;8.609;0.073;1.461;0.241;3.599;-0.183;-0.322;3.052;3.184;24.4;20.793;0.396;2.098;-0.249;-0.234;100
"2017-12-01T14:00:00+02:00";0;6.689;6.241;14.397;8.997;0;1.188;0.243;3.403;-0.36;-0.479;2.825;2.929;24.4;20.785;0.397;1.781;-0.402;-0.378;100
"2017-12-01T14:15:00+02:00";0;6.896;6.3;14.693;9.293;0;1.062;0.243;3.233;-0.418;-0.544;2.64;2.811;24.4;20.718;0.396;1.663;-0.489;-0.475;100
"2017-12-01T14:30:00+02:00";0;6.966;6.347;14.994;9.594;1.193;1.344;0.319;3.043;-1.087;-1.259;2.443;2.566;24.4;20.7;0.116;1.647;-0.406;0.113;7.778
"2017-12-01T14:45:00+02:00";0;6.606;6.4;15.193;9.7;2.094;2.012;0.346;2.653;-1.838;-2.21;1.937;2.082;24.4;20.7;0.001;2.247;0.233;1.148;0
"2017-12-01T15:00:00+02:00";0;6.05;6.4;15.346;9.562;2.43;2.839;0.338;2.14;-2.235;-1.938;1.456;1.594;24.4;20.7;0.038;3.082;0.806;1.788;24.444
"2017-12-01T15:15:00+02:00";0;6.266;6.457;15.411;9.084;0.609;2.582;0.249;1.87;0.292;0.134;1.36;1.459;24.4;20.7;0.424;3.472;0.344;0.237;100
"2017-12-01T15:30:00+02:00";0;6.433;6.5;15.542;9;1.328;1.619;0.197;2.629;1;1.173;2.213;2.333;24.4;20.7;0.329;2.214;0.863;0.983;100
"2017-12-01T15:45:00+02:00";0;6.231;6.583;15.812;9.083;3.233;2.321;0.112;3.182;3.018;2.892;2.709;2.812;24.4;20.7;0.221;2.714;2.903;2.831;100
"2017-12-01T16:00:00+02:00";0;6.233;6.6;16.243;9.052;2.443;3.197;0.173;3.659;2.369;1.837;3.229;3.344;24.4;20.7;0.313;3.718;2.269;2.013;100
"2017-12-01T16:15:00+02:00";0;6.316;6.6;16.67;9;0.921;2.311;0.256;4.231;0.746;0.441;3.663;3.801;24.387;20.7;0.43;3.102;0.682;0.528;100
"2017-12-01T16:30:00+02:00";0;6.474;6.668;16.945;9.045;0.693;1.711;0.247;3.767;0.422;0.229;3.18;3.288;24.316;20.7;0.41;2.366;0.377;0.293;100
"2017-12-01T16:45:00+02:00";0;6.843;6.7;17.078;9.189;0.141;1.631;0.236;3.448;-0.063;-0.296;2.9;3.044;24.314;20.7;0.386;2.286;-0.1;-0.152;100
"2017-12-01T17:00:00+02:00";0;7.096;6.7;17.1;9.389;0;1.245;0.246;3.389;-0.381;-0.539;2.774;2.919;24.329;20.7;0.404;1.864;-0.448;-0.404;100
"2017-12-01T17:15:00+02:00";0;7.199;6.707;17.089;9.676;-0.048;1.044;0.25;3.142;-0.573;-0.788;2.53;2.683;24.4;20.685;0.404;1.645;-0.596;-0.534;81.667
"2017-12-01T17:30:00+02:00";0;7.101;6.728;16.994;9.973;1.631;1.511;0.351;2.876;-1.821;-1.922;2.241;2.349;24.4;20.672;0.032;1.79;-0.504;0.306;0
"2017-12-01T17:45:00+02:00";0;6.646;6.732;16.863;9.926;2.145;2.181;0.347;2.251;-2.252;-2.674;1.592;1.699;24.385;20.63;0;2.486;0.249;1.278;0
"2017-12-01T18:00:00+02:00";0;6.074;6.793;16.8;9.573;2.024;3.076;0.328;1.832;-2.117;-1.564;1.189;1.296;24.4;20.644;0.082;3.297;0.744;1.427;41.111
"2017-12-01T18:15:00+02:00";0;6.568;6.814;16.836;9.1;0.323;2.197;0.246;1.687;0.108;-0.118;1.277;1.369;24.4;20.622;0.419;2.999;0.072;-0.011;100
"2017-12-01T18:30:00+02:00";0;6.562;6.885;16.892;9.048;1.987;1.679;0.169;2.714;1.618;1.831;2.221;2.358;24.393;20.608;0.285;2.198;1.503;1.619;100
"2017-12-01T18:45:00+02:00";0;6.288;6.9;16.8;9.2;3.377;2.539;0.117;3.167;3.184;3.026;2.688;2.823;24.4;20.63;0.206;2.983;3.073;2.992;100
"2017-12-01T19:00:00+02:00";0;5.88;6.9;16.888;8.957;3.158;3.426;0.151;3.673;3.041;2.584;3.248;3.374;24.371;20.667;0.263;3.908;3.019;2.697;100
"2017-12-01T19:15:00+02:00";0;5.956;6.947;17.1;8.522;1.381;2.888;0.242;4.299;1.213;0.944;3.796;3.951;24.308;20.623;0.406;3.636;1.146;0.989;100
"2017-12-01T19:30:00+02:00";0;6.166;7;17.015;8.479;1.928;2.241;0.204;4.074;1.824;1.649;3.453;3.594;24.351;20.6;0.342;2.818;1.729;1.539;100
"2017-12-01T19:45:00+02:00";0;6.331;7;16.682;8.679;1.171;2.462;0.221;3.863;1.063;0.932;3.304;3.448;24.4;20.614;0.367;3.055;1.021;0.817;100
"2017-12-01T20:00:00+02:00";0;5.98;7;16.184;8.8;3.731;2.548;0.115;4.023;3.602;3.361;3.561;3.668;24.4;20.639;0.194;3.026;3.461;3.293;100
"2017-12-01T20:15:00+02:00";0.041;3.607;6.934;11.104;6.086;2.796;3.336;0.203;4.235;2.172;1.591;3.727;3.879;24.4;20.667;0.347;3.816;2.086;1.733;100
"2017-12-01T20:30:00+02:00";0.057;3.912;6.138;5.819;4.074;3.993;3.192;0.147;4.551;3.578;3.597;4.073;4.192;24.4;20.678;0.256;3.79;3.104;3.278;100
"2017-12-01T20:45:00+02:00";0.006;5.267;5.749;6.749;6.256;4.337;3.784;0.124;4.513;4.449;3.773;4.043;4.16;24.423;20.7;0.221;4.208;4.372;3.859;100
"2017-12-01T21:00:00+02:00";0.002;5.342;5.729;7.622;7.358;2.495;3.789;0.221;4.816;2.236;2.33;4.377;4.509;24.498;20.7;0.371;4.461;2.118;2.115;100
"2017-12-01T21:15:00+02:00";0.001;5.292;5.793;8.506;7.641;4.521;3.483;0.118;4.97;4.429;3.993;4.496;4.626;24.492;20.7;0.199;3.979;4.368;4.012;100
"2017-12-01T21:30:00+02:00";0.001;5.367;5.829;9.196;7.633;2.152;3.738;0.228;4.858;1.842;2.001;4.428;4.557;24.493;20.7;0.378;4.36;1.863;1.841;100
"2017-12-01T21:45:00+02:00";0;5.439;5.9;9.846;7.701;4.684;3.378;0.122;4.999;4.268;4.285;4.553;4.684;24.5;20.708;0.213;3.879;4.229;4.228;100
"2017-12-01T22:00:00+02:00";0;5.363;5.963;10.895;7.8;5.086;4.16;0.112;4.918;4.84;4.754;4.488;4.596;24.5;20.756;0.201;4.592;4.733;4.688;100
"2017-12-01T22:15:00+02:00";0;5.179;6.043;12.215;7.735;5.516;4.694;0.111;5.121;5.316;5.181;4.779;4.887;24.5;20.8;0.202;5.159;5.216;5.151;100
"2017-12-01T22:30:00+02:00";0;5.253;6.1;13.253;7.503;2.978;4.612;0.22;5.492;3.064;2.344;5.098;5.223;24.49;20.791;0.382;5.285;3.009;2.55;100
"2017-12-01T22:45:00+02:00";0;5.337;6.172;13.27;7.565;4.089;3.674;0.168;5.488;3.796;3.784;5.025;5.151;24.487;20.723;0.308;4.207;3.477;3.701;100
"2017-12-01T23:00:00+02:00";0;5.368;6.2;13.231;7.667;2.411;3.908;0.222;5.109;2.414;1.873;4.619;4.796;24.5;20.753;0.375;4.517;2.515;1.998;100
"2017-12-01T23:15:00+02:00";0;5.385;6.241;13.237;7.663;3.773;3.352;0.166;5.156;3.352;3.559;4.684;4.856;24.5;20.763;0.281;3.947;3.29;3.374;100
"2017-12-01T23:30:00+02:00";0;5.303;6.33;13.23;7.7;3.289;3.91;0.179;5;3.412;2.636;4.5;4.663;24.5;20.778;0.308;4.387;3.364;2.864;100
"2017-12-01T23:45:00+02:00";0;5.347;6.4;13.367;7.64;3.177;3.441;0.193;5.183;3.056;3.232;4.737;4.913;24.5;20.8;0.321;4.143;2.944;2.8;100
"2017-12-02T00:00:00+02:00";0;5.229;6.408;13.6;7.664;4.942;3.842;0.113;5.04;4.743;4.539;4.553;4.698;24.515;20.8;0.2;4.275;4.632;4.494;100
"2017-12-02T00:15:00+02:00";0;5.12;6.475;13.265;7.466;2.979;4.305;0.205;5.157;3.142;2.345;4.787;4.917;24.575;20.8;0.352;4.87;3.049;2.589;100
"2017-12-02T00:30:00+02:00";0;5.237;6.526;12.967;7.367;4.455;3.66;0.14;5.399;4.236;4.261;4.989;5.096;24.549;20.8;0.253;4.228;3.928;4.046;100
"2017-12-02T00:45:00+02:00";0;5.075;6.6;12.702;7.434;5.259;4.284;0.126;5.222;5.038;4.934;4.817;4.956;24.569;20.844;0.224;4.696;4.93;4.871;100
"2017-12-02T01:00:00+02:00";0;4.953;6.6;12.602;7.269;5.732;4.933;0.111;5.348;5.496;5.341;4.987;5.088;24.6;20.9;0.203;5.37;5.403;5.324;100
"2017-12-02T01:15:00+02:00";0;4.974;6.672;12.272;7.136;3.636;4.971;0.21;5.669;3.897;3.031;5.283;5.412;24.6;20.9;0.368;5.618;3.842;3.212;100
"2017-12-02T01:30:00+02:00";0;5.137;6.7;12.267;7.158;4.789;4.092;0.161;5.793;4.436;4.664;5.356;5.464;24.6;20.9;0.262;4.619;3.968;4.429;100
"2017-12-02T01:45:00+02:00";0;5.142;6.717;12.076;7.3;3.153;4.442;0.208;5.456;3.028;2.54;5.011;5.133;24.6;20.9;0.344;5.015;3.178;2.708;100
"2017-12-02T02:00:00+02:00";0;5.36;6.784;12.114;7.357;3.611;3.693;0.192;5.517;3.167;3.491;5.083;5.205;24.6;20.907;0.322;4.294;3.142;3.228;100
"2017-12-02T02:15:00+02:00";0;5.272;6.801;12.338;7.581;3.927;4.097;0.156;5.287;3.963;3.391;4.847;4.999;24.6;20.946;0.272;4.508;4.109;3.539;100
"2017-12-02T02:30:00+02:00";0;5.351;6.9;12.669;7.544;3.449;3.868;0.19;5.375;3.168;3.264;5.007;5.115;24.6;20.993;0.321;4.524;3.053;3.091;100
"2017-12-02T02:45:00+02:00";0;5.232;6.9;12.732;7.589;5.076;4.015;0.113;5.395;4.937;4.584;4.958;5.058;24.645;21;0.201;4.449;4.849;4.621;100
"2017-12-02T03:00:00+02:00";0;5.273;6.91;12.5;7.49;2.604;4.321;0.227;5.391;2.441;2.132;4.995;5.113;24.669;21;0.388;4.999;2.503;2.219;100
"2017-12-02T03:15:00+02:00";0;5.396;6.97;12.663;7.522;4.873;3.794;0.137;5.531;4.441;4.721;5.077;5.197;24.658;21;0.237;4.281;4.372;4.497;100
"2017-12-02T03:30:00+02:00";0;5.181;7;12.48;7.6;5.039;4.499;0.136;5.326;4.953;4.572;4.931;5.046;24.697;21;0.243;4.912;4.841;4.656;100
"2017-12-02T03:45:00+02:00";0;5.235;7;12.445;7.487;3.241;4.399;0.234;5.583;2.659;2.852;5.197;5.313;24.7;21;0.412;5.052;2.523;2.746;100
"2017-12-02T04:00:00+02:00";0.047;5.278;6.713;7.059;6.138;5.497;4.11;0.128;5.608;5.152;5.009;5.177;5.286;24.7;21;0.233;4.563;4.947;4.937;100
"2017-12-02T04:15:00+02:00";0.026;5.773;6.019;6.199;6.409;5.727;4.939;0.111;5.438;5.497;5.373;5.053;5.162;24.7;21;0.203;5.341;5.419;5.344;100
"2017-12-02T04:30:00+02:00";0.003;6.309;5.812;7.186;7.543;4.183;5.259;0.185;5.721;4.159;3.629;5.308;5.441;24.7;21.052;0.313;5.802;4.238;3.79;100
"2017-12-02T04:45:00+02:00";0.001;6.083;5.871;7.996;8.434;3.681;4.093;0.209;5.905;3.462;3.429;5.434;5.559;24.7;21.029;0.371;4.816;3.162;3.302;100
"2017-12-02T05:00:00+02:00";0.001;5.918;5.911;8.781;8.444;4.657;4.283;0.135;5.55;4.661;4.152;5.08;5.218;24.7;21.031;0.236;4.691;4.564;4.254;100
"2017-12-02T05:15:00+02:00";0;6.072;6.014;9.467;8.312;2.583;4.231;0.232;5.557;2.429;2.076;5.131;5.254;24.716;21.036;0.393;4.933;2.371;2.208;100
"2017-12-02T05:30:00+02:00";0;6.262;6.1;10.047;8.362;4.166;3.607;0.159;5.443;3.779;3.941;4.948;5.079;24.7;21.024;0.272;4.139;3.705;3.782;100
"2017-12-02T05:45:00+02:00";0;6.249;6.121;10.871;8.523;4.723;4.254;0.127;5.243;4.669;4.163;4.864;5.013;24.759;21.051;0.226;4.667;4.561;4.315;100
"2017-12-02T06:00:00+02:00";0;6.351;6.2;11.95;8.6;3.095;4.291;0.218;5.516;2.702;2.852;5.1;5.223;24.741;21.083;0.384;4.951;2.433;2.756;100
"2017-12-02T06:15:00+02:00";0;6.353;6.242;13.348;8.649;4.75;3.976;0.132;5.539;4.652;4.502;5.056;5.163;24.766;21.072;0.261;4.439;4.535;4.342;100
"2017-12-02T06:30:00+02:00";0;6.141;6.301;14.124;8.684;5.557;4.679;0.122;5.368;5.342;5.218;5.008;5.123;24.767;21.1;0.205;5.069;5.242;5.188;100
"2017-12-02T06:45:00+02:00";0;5.92;6.363;14.301;8.452;3.407;4.831;0.213;5.697;3.436;2.743;5.292;5.392;24.8;21.1;0.372;5.477;3.37;2.998;100
"2017-12-02T07:00:00+02:00";0;5.849;6.4;14.216;8.217;5.025;4.123;0.146;5.854;4.649;4.896;5.369;5.499;24.8;21.1;0.254;4.64;4.567;4.683;100
"2017-12-02T07:15:00+02:00";0;5.641;6.463;14.244;8.089;5.677;4.776;0.127;5.555;5.447;5.324;5.133;5.3;24.8;21.171;0.228;5.168;5.342;5.287;100
"2017-12-02T07:30:00+02:00";0;5.573;6.514;14.2;7.802;3.887;5.166;0.195;5.755;4.014;3.311;5.362;5.476;24.844;21.2;0.339;5.712;3.912;3.504;100
"2017-12-02T07:45:00+02:00";0;5.825;6.6;14.035;7.755;3.283;3.965;0.232;5.927;2.797;3.107;5.391;5.517;24.886;21.218;0.399;4.669;2.776;2.932;100
"2017-12-02T08:00:00+02:00";0;5.739;6.6;13.791;7.977;4.758;4.137;0.135;5.468;4.853;4.266;5.041;5.146;24.966;21.3;0.237;4.561;4.794;4.332;100
"2017-12-02T08:15:00+02:00";0;5.791;6.699;13.54;7.947;2.584;4.271;0.23;5.515;2.406;2.114;5.084;5.216;25;21.3;0.389;4.921;2.322;2.192;100
"2017-12-02T08:30:00+02:00";0;6.011;6.7;13.036;7.94;3.54;3.567;0.187;5.43;3.254;3.349;4.936;5.079;25;21.3;0.308;4.111;3.112;3.168;100
"2017-12-02T08:45:00+02:00";0;5.878;6.717;12.953;8.153;4.312;4.072;0.139;5.217;4.388;3.726;4.816;4.939;25;21.3;0.243;4.481;4.462;3.883;100
"2017-12-02T09:00:00+02:00";0;5.953;6.8;13.279;8.113;3.167;4.041;0.207;5.427;2.88;3.003;5.022;5.15;24.981;21.293;0.35;4.686;2.776;2.843;100
"2017-12-02T09:15:00+02:00";0;5.878;6.829;13.297;8.152;5.189;4.019;0.112;5.519;4.982;4.712;5.056;5.189;24.929;21.233;0.2;4.437;4.896;4.779;100
"2017-12-02T09:30:00+02:00";0;5.681;6.9;13.048;8.078;5.402;4.829;0.135;5.418;5.436;5.16;5.033;5.133;24.908;21.214;0.249;5.248;4.988;5.052;100
"2017-12-02T09:45:00+02:00";0;5.571;6.9;13.152;7.848;5.985;5.178;0.127;5.692;5.811;5.638;5.307;5.429;24.907;21.2;0.228;5.618;5.704;5.614;100
"2017-12-02T10:00:00+02:00";0;5.681;6.941;12.86;7.715;3.323;5.036;0.228;5.973;3.411;2.696;5.533;5.677;24.852;21.175;0.404;5.722;3.374;2.928;100
"2017-12-02T10:15:00+02:00";0;6.056;7;12.902;7.802;2.571;3.765;0.254;5.823;2.414;2.086;5.293;5.416;24.8;21.086;0.438;4.433;2.342;2.194;100
"2017-12-02T10:30:00+02:00";0;6.123;7;12.953;8.198;4.661;3.628;0.143;5.317;4.347;4.576;4.901;5.023;24.8;21.016;0.246;4.104;4.123;4.271;100
"2017-12-02T10:45:00+02:00";0;5.872;7;12.832;8.289;5.399;4.475;0.126;5.326;5.17;5.034;4.941;5.056;24.796;21;0.227;4.884;5.059;5.046;100
"2017-12-02T11:00:00+02:00";0.03;4.372;7.009;10.376;6.671;3.356;4.7;0.231;5.634;2.974;2.438;5.234;5.364;24.7;20.978;0.401;5.308;2.872;2.624;100
"2017-12-02T11:15:00+02:00";0.065;2.779;6.267;5.914;3.8;3.087;3.821;0.249;5.598;2.449;2.582;5.099;5.239;24.616;20.874;0.433;4.423;2.279;2.415;100
"2017-12-02T11:30:00+02:00";0.01;4.398;5.811;6.122;4.167;2.628;3.759;0.223;5.114;2.791;1.973;4.622;4.778;24.584;20.8;0.38;4.289;2.619;2.208;100
"2017-12-02T11:45:00+02:00";0.002;5.393;5.8;7.349;6.111;4.336;3.545;0.147;5.095;3.889;4.254;4.717;4.856;24.5;20.759;0.245;4.089;3.523;3.92;100
"2017-12-02T12:00:00+02:00";0.001;5.412;5.835;8.212;7.385;2.94;4.128;0.2;5.204;3.059;2.358;4.788;4.92;24.48;20.7;0.348;4.67;3.034;2.531;100
"2017-12-02T12:15:00+02:00";0.001;5.711;5.9;8.839;7.583;1.943;3.234;0.239;5.349;1.762;1.466;4.859;4.989;24.4;20.61;0.405;3.952;1.714;1.521;100
