"Time";"JN01_TE01";"JN01_TE03";"JN01_TE11";"JN01_TE12";"JN01_TE13";"JN01_TE21";"JN01LM01_FE";"JN01LM01_T1";"JN01LM01_T2";"JN01LM01_Tdiff";"JN02_TE01";"JN02_TE02";"JN02LM01_FE";"JN02LM01_T1";"JN02LM01_T2";"JN02LM01_Tdiff";"KS01LM01_FE";"KS01LM01_T1";"KS01LM01_T2";"KS01LM01_Tdiff"
"2018-01-15T08:00:00+02:00";19.338;15.294;10.474;10.817;10.04;10.47;0;17.604;19.85;2.232;11.483;10.624;0.013;11.921;11.872;0.231;29.805;35.84;31.84;4.006
"2018-01-15T09:00:00+02:00";19.517;15.389;10.401;10.728;10;10.4;0;17.758;20.045;2.3;13.385;10.369;0;13.754;11.883;1.854;29.804;35.743;31.835;3.899
"2018-01-15T10:00:00+02:00";16.938;13.507;9.989;10.393;10.022;9.815;0.064;15.98;17.955;2.017;15.217;10.377;0.002;16.191;11.826;4.423;29.802;35.933;31.859;4.074
"2018-01-15T11:00:00+02:00";8.498;7.592;8.919;9.652;10.124;8.458;0.366;8.036;8.616;0.604;10.066;10.163;0.034;10.742;10.822;0.288;29.9;40.034;34.226;5.812
"2018-01-15T12:00:00+02:00";12.703;8.642;9.432;9.857;9.531;9.292;0.089;8.609;12.659;4.181;12.383;10.914;0.001;12.381;12.302;0.309;30.022;40.952;35.701;5.253
"2018-01-15T13:00:00+02:00";8.82;7.871;8.856;9.546;9.619;8.834;0.221;8.223;8.753;0.626;10.899;10.533;0.018;11.436;11.259;0.331;29.985;42.252;36.272;5.971
"2018-01-15T14:00:00+02:00";11.402;10.192;10.13;10.434;9.626;10.035;0.001;9.569;12.409;2.84;13.148;10.979;0;13.135;12.672;0.572;30.035;41.921;36.799;5.141
"2018-01-15T15:00:00+02:00";12.857;12.633;10.278;10.608;9.806;10.191;0;11.896;14.899;3.003;15.076;10.894;0;15.915;12.54;3.375;30.004;42.032;36.589;5.436
"2018-01-15T16:00:00+02:00";14.081;14.098;10.373;10.724;9.915;10.3;0;13.713;16.248;2.493;17.112;10.517;0;17.66;12.259;5.434;30.127;42.077;36.555;5.516
"2018-01-15T17:00:00+02:00";15.172;14.752;10.431;10.8;9.993;10.359;0;15.181;17.19;1.985;15.736;10.383;0;16.103;11.866;4.253;30.031;42.238;36.671;5.575
"2018-01-15T18:00:00+02:00";15.946;15.057;10.496;10.8;10;10.398;0;16.049;17.849;1.8;15.112;10.468;0;15.48;11.962;3.534;30.058;42.084;36.596;5.495
"2018-01-15T19:00:00+02:00";16.547;15.18;10.5;10.808;10;10.4;0;16.517;18.334;1.8;15.37;10.5;0;15.76;12.017;3.743;30.078;42.127;36.67;5.47
"2018-01-15T20:00:00+02:00";17.039;15.264;10.5;10.841;10;10.4;0;16.849;18.666;1.8;15.432;10.5;0;15.8;12.063;3.788;30.094;42.187;36.705;5.457
"2018-01-15T21:00:00+02:00";17.383;15.3;10.5;10.886;10.004;10.402;0;17.072;18.906;1.8;15.428;10.529;0;15.8;12.1;3.7;30.103;42.111;36.666;5.416
"2018-01-15T22:00:00+02:00";17.687;15.3;10.509;10.9;10.006;10.414;0;17.256;19.095;1.8;15.5;10.591;0;15.8;12.1;3.7;30.087;42.248;36.696;5.546
"2018-01-15T23:00:00+02:00";17.932;15.38;10.561;10.9;10.051;10.451;0;17.389;19.263;1.889;15.518;10.6;0;15.886;12.169;3.7;30.059;42.214;36.792;5.421
"2018-01-16T00:00:00+02:00";18.191;15.4;10.592;10.9;10.089;10.483;0;17.514;19.424;1.907;15.534;10.604;0;15.9;12.2;3.717;30.045;42.353;36.826;5.515
"2018-01-16T01:00:00+02:00";18.348;15.415;10.596;10.9;10.094;10.5;0;17.583;19.509;2;15.556;10.69;0;15.909;12.209;3.7;30.074;42.207;36.791;5.425
"2018-01-16T02:00:00+02:00";18.477;15.404;10.594;10.9;10.098;10.5;0;17.583;19.6;2;15.6;10.7;0;16;12.267;3.717;30.027;42.117;36.666;5.451
"2018-01-16T03:00:00+02:00";18.56;15.396;10.596;10.9;10.1;10.496;0;17.6;19.6;2;15.6;10.704;0;16;12.3;3.7;30.053;42.146;36.759;5.407
"2018-01-16T04:00:00+02:00";18.6;15.396;10.594;10.9;10.098;10.489;0;17.566;19.6;2;15.6;10.758;0;15.94;12.3;3.7;30.023;42.144;36.669;5.467
"2018-01-16T05:00:00+02:00";18.666;15.398;10.598;10.9;10.1;10.498;0;17.566;19.6;2;15.602;10.796;0;15.992;12.3;3.684;30.024;42.071;36.639;5.435
"2018-01-16T06:00:00+02:00";18.713;15.4;10.6;10.9;10.1;10.5;0;17.568;19.6;2;15.6;10.8;0;16;12.3;3.651;30.095;42.302;36.712;5.578
"2018-01-16T07:00:00+02:00";18.794;15.397;10.6;10.902;10.1;10.5;0;17.547;19.6;2;15.664;10.81;0;16;12.35;3.683;30.108;42.465;36.74;5.736
"2018-01-16T08:00:00+02:00";18.8;15.4;10.6;10.904;10.1;10.5;0;17.516;19.6;2;15.739;10.87;0;16.099;12.4;3.7;30.049;42.509;36.919;5.59
"2018-01-16T09:00:00+02:00";18.819;15.4;10.6;10.927;10.1;10.5;0;17.507;19.6;2.015;15.794;10.9;0;16.1;12.4;3.7;30.102;42.287;36.878;5.402
"2018-01-16T10:00:00+02:00";12.252;8.642;9.79;10.709;10.065;10.238;0.047;9.078;12.238;3.161;12.126;10.567;0.038;12.989;11.434;1.596;30.061;42.291;36.863;5.439
"2018-01-16T11:00:00+02:00";10.603;9.959;10.423;10.776;10.064;10.458;0;8.493;11.306;2.813;12.336;11.379;0.003;12.595;12.607;0.197;30.117;42.063;36.66;5.405
"2018-01-16T12:00:00+02:00";11.809;12.576;10.526;10.873;10.094;10.463;0;10.586;13.417;2.805;14.304;11.446;0;14.601;13.089;1.513;30.063;41.857;36.562;5.31
"2018-01-16T13:00:00+02:00";12.992;14.061;10.604;10.928;10.1;10.492;0;12.428;14.92;2.502;16.194;11.573;0;16.869;13.31;3.582;30.108;42.046;36.677;5.378
"2018-01-16T14:00:00+02:00";14.617;14.975;10.7;11.012;10.181;10.573;0;14.731;16.75;2.019;17.501;11.179;0;17.96;12.914;5.046;29.961;42.059;36.851;5.217
"2018-01-16T15:00:00+02:00";15.515;15.253;10.7;11.062;10.2;10.6;0;15.908;17.604;1.697;16.971;11.032;0;17.34;12.643;4.697;30.069;42.34;36.98;5.365
"2018-01-16T16:00:00+02:00";16.292;15.41;10.706;11.096;10.2;10.617;0;16.627;18.348;1.735;15.966;11.095;0;16.27;12.678;3.592;30.063;42.258;36.951;5.317
"2018-01-16T17:00:00+02:00";16.967;15.535;10.754;11.1;10.202;10.647;0;17.047;18.881;1.819;16.07;11.179;0;16.419;12.796;3.641;30.012;42.438;36.961;5.479
"2018-01-16T18:00:00+02:00";17.49;15.6;10.776;11.1;10.213;10.655;0;17.433;19.303;1.9;16.333;11.2;0;16.663;12.8;3.846;30.046;42.169;36.863;5.296
"2018-01-16T19:00:00+02:00";17.901;15.637;10.787;11.1;10.238;10.673;0;17.659;19.629;1.959;16.436;11.204;0;16.768;12.868;3.9;30.042;42.347;36.923;5.409
"2018-01-16T20:00:00+02:00";18.269;15.691;10.8;11.1;10.268;10.691;0;17.853;19.869;2;16.5;11.235;0;16.8;12.9;3.917;30.038;42.239;36.88;5.359
"2018-01-16T21:00:00+02:00";18.582;15.702;10.8;11.1;10.286;10.696;0;17.992;20.087;2.077;16.5;11.296;0;16.8;12.919;3.9;30.032;42.17;36.839;5.341
"2018-01-16T22:00:00+02:00";18.838;15.737;10.8;11.108;10.298;10.7;0;18.077;20.243;2.177;16.54;11.3;0;16.886;13;3.9;30.015;42.299;36.991;5.333
"2018-01-16T23:00:00+02:00";19.084;15.785;10.8;11.129;10.3;10.7;0;18.149;20.366;2.25;16.6;11.329;0;16.9;13;3.9;30.031;42.354;36.928;5.436
"2018-01-17T00:00:00+02:00";19.275;15.8;10.8;11.146;10.3;10.7;0;18.217;20.516;2.3;16.6;11.398;0;16.9;13;3.9;29.994;42.363;36.972;5.374
"2018-01-17T01:00:00+02:00";19.472;15.806;10.8;11.176;10.3;10.7;0;18.3;20.65;2.35;16.665;11.402;0;16.992;13.076;3.9;30.081;42.547;37.081;5.448
"2018-01-17T02:00:00+02:00";19.621;15.873;10.8;11.185;10.3;10.7;0;18.317;20.733;2.416;16.655;11.426;0;16.958;13.083;3.9;30.045;42.456;37.119;5.331
"2018-01-17T03:00:00+02:00";19.753;15.836;10.802;11.183;10.3;10.7;0;18.371;20.806;2.485;16.637;11.497;0;16.915;13.1;3.822;30.021;42.016;36.737;5.29
"2018-01-17T04:00:00+02:00";19.841;15.826;10.8;11.175;10.3;10.7;0;18.4;20.877;2.5;16.704;11.5;0;17;13.1;3.9;30.018;42.068;36.686;5.38
"2018-01-17T05:00:00+02:00";19.914;15.809;10.8;11.18;10.3;10.7;0;18.383;20.855;2.5;16.8;11.529;0;17.098;13.183;3.9;29.992;41.99;36.621;5.379
"2018-01-17T06:00:00+02:00";19.998;15.808;10.804;11.194;10.3;10.7;0;18.4;20.9;2.5;16.8;11.537;0;17.1;13.185;3.934;30.035;42.093;36.695;5.393
"2018-01-17T07:00:00+02:00";20.064;15.836;10.806;11.198;10.3;10.7;0;18.4;20.9;2.529;16.79;11.574;0;17.063;13.155;3.9;30.057;42.348;36.772;5.588
"2018-01-17T08:00:00+02:00";20.136;15.864;10.829;11.2;10.3;10.704;0;18.4;20.979;2.6;16.776;11.6;0;17.023;13.2;3.9;30.039;42.026;36.694;5.335
"2018-01-17T09:00:00+02:00";20.223;15.893;10.854;11.2;10.302;10.702;0;18.48;21.047;2.6;16.8;11.615;0;17.1;13.2;3.9;30.029;42.088;36.735;5.337
"2018-01-17T10:00:00+02:00";20.301;15.896;10.889;11.2;10.306;10.706;0;18.5;21.1;2.6;16.863;11.687;0;17.138;13.289;3.9;30.045;41.814;36.562;5.257
"2018-01-17T11:00:00+02:00";20.418;15.902;10.9;11.2;10.322;10.711;0;18.579;21.196;2.62;16.903;11.7;0;17.2;13.3;3.9;30.054;41.501;36.444;5.069
"2018-01-17T12:00:00+02:00";20.514;15.906;10.9;11.204;10.351;10.757;0;18.619;21.286;2.7;16.996;11.737;0;17.295;13.345;3.945;29.984;41.198;36.155;5.033
"2018-01-17T13:00:00+02:00";20.6;15.947;10.9;11.217;10.382;10.792;0;18.7;21.386;2.7;17.011;11.8;0;17.313;13.4;3.983;30.045;41.412;36.297;5.106
"2018-01-17T14:00:00+02:00";20.691;15.981;10.9;11.231;10.389;10.798;0;18.7;21.4;2.7;17.09;11.802;0;17.383;13.4;3.983;30.084;41.618;36.393;5.232
"2018-01-17T15:00:00+02:00";20.716;16;10.9;11.286;10.4;10.8;0;18.703;21.42;2.749;17.165;11.862;0;17.429;13.495;3.968;30.077;42.162;36.851;5.316
"2018-01-17T16:00:00+02:00";20.794;16.005;10.911;11.3;10.4;10.8;0;18.75;21.5;2.794;17.313;11.9;0;17.606;13.586;4.036;30.031;42.383;36.971;5.415
"2018-01-17T17:00:00+02:00";20.838;16.058;10.966;11.3;10.4;10.8;0;18.8;21.593;2.8;17.445;11.943;0;17.736;13.6;4.119;29.995;42.06;36.806;5.252
"2018-01-17T18:00:00+02:00";20.939;16.1;10.995;11.3;10.4;10.804;0;18.876;21.693;2.8;17.548;11.967;0;17.82;13.617;4.203;30.028;42.164;36.934;5.251
"2018-01-17T19:00:00+02:00";21;16.106;10.996;11.3;10.402;10.802;0;18.9;21.777;2.86;17.547;11.965;0;17.828;13.603;4.177;30.037;42.198;36.894;5.306
"2018-01-17T20:00:00+02:00";21.067;16.121;11;11.3;10.407;10.817;0;18.933;21.849;2.9;17.435;12;0;17.7;13.7;4.025;30.027;42.065;36.826;5.233
"2018-01-17T21:00:00+02:00";21.107;16.167;11;11.653;10.422;10.837;0;19;21.9;2.9;16.232;12.017;0.013;16.909;13.471;3.445;30.068;41.863;36.718;5.148
"2018-01-17T22:00:00+02:00";21.185;16.2;11.048;11.726;10.524;10.916;0;18.983;21.9;2.949;11.62;11.374;0.047;12.49;12.143;0.359;30.023;41.702;36.639;5.062
"2018-01-17T23:00:00+02:00";21.2;16.204;11.1;11.4;10.561;10.952;0;19;21.982;2.966;13.395;12.383;0.002;13.612;13.569;0.188;30.044;41.81;36.668;5.141
"2018-01-18T00:00:00+02:00";21.247;16.248;11.092;11.4;10.5;10.9;0;19.05;22;3;15.466;12.589;0;15.717;14.223;1.511;30.021;41.488;36.52;4.979
"2018-01-18T01:00:00+02:00";21.3;16.215;11.082;11.396;10.5;10.9;0;19.1;22.072;3;17.696;12.681;0;18.407;14.466;3.926;30.056;41.675;36.537;5.134
"2018-01-18T02:00:00+02:00";21.336;16.243;11.066;11.396;10.5;10.9;0;19.106;22.1;3;18.556;12.463;0;18.947;14.219;4.71;29.962;41.412;36.441;4.986
"2018-01-18T03:00:00+02:00";21.396;16.232;11.074;11.4;10.5;10.9;0;19.149;22.139;3;18.427;12.31;0;18.697;13.986;4.711;30.016;41.283;36.363;4.916
"2018-01-18T04:00:00+02:00";21.467;16.254;11.06;11.4;10.5;10.9;0;19.191;22.2;3;17.647;12.302;0;17.854;13.9;3.949;30.004;41.166;36.2;4.964
"2018-01-18T05:00:00+02:00";21.5;16.255;11.063;11.384;10.5;10.9;0;19.2;22.2;3;17.336;12.399;0;17.551;14.01;3.549;29.979;41.283;36.237;5.05
"2018-01-18T06:00:00+02:00";21.5;16.233;11.059;11.389;10.5;10.9;0;19.2;22.2;3.017;17.501;12.494;0;17.732;14.1;3.656;30.056;41.356;36.335;5.025
"2018-01-18T07:00:00+02:00";21.562;16.238;11.069;11.396;10.5;10.9;0;19.148;22.2;3.096;17.744;12.506;0;18.015;14.171;3.849;29.929;41.481;36.309;5.181
"2018-01-18T08:00:00+02:00";21.6;16.243;11.089;11.4;10.5;10.9;0;19.2;22.23;3.083;17.954;12.505;0;18.256;14.2;4.094;29.843;41.393;36.321;5.085
"2018-01-18T09:00:00+02:00";21.654;16.279;11.096;11.4;10.5;10.9;0;19.189;22.3;3.1;18.026;12.502;0;18.3;14.121;4.2;29.714;41.357;36.305;5.043
"2018-01-18T10:00:00+02:00";21.697;16.293;11.1;11.4;10.5;10.9;0;19.2;22.3;3.1;17.996;12.513;0;18.238;14.113;4.092;29.309;41.041;36.221;4.828
"2018-01-18T11:00:00+02:00";21.7;16.296;11.1;11.4;10.5;10.9;0;19.217;22.3;3.1;17.904;12.589;0;18.2;14.2;4;29.543;40.673;35.766;4.904
"2018-01-18T12:00:00+02:00";21.753;16.273;11.1;11.4;10.5;10.908;0;19.268;22.368;3.1;17.961;12.621;0;18.225;14.261;4;29.961;40.732;35.833;4.905
"2018-01-18T13:00:00+02:00";21.8;16.3;11.1;11.4;10.529;10.926;0;19.317;22.409;3.109;18.142;12.7;0;18.398;14.336;4.053;29.937;40.537;35.742;4.789
"2018-01-18T14:00:00+02:00";21.885;16.311;11.102;11.419;10.559;10.953;0;19.359;22.526;3.183;18.318;12.742;0;18.586;14.4;4.203;29.977;41.017;36.033;4.991
"2018-01-18T15:00:00+02:00";21.904;16.328;11.108;11.469;10.591;10.993;0;19.4;22.6;3.2;18.479;12.794;0;18.752;14.452;4.3;30.027;41.276;36.242;5.052
"2018-01-18T16:00:00+02:00";21.896;16.308;11.1;11.436;10.593;10.996;0;19.308;22.557;3.2;18.588;12.802;0;18.818;14.5;4.318;30.024;41.763;36.527;5.212
"2018-01-18T17:00:00+02:00";21.806;16.311;11.1;11.459;10.596;11;0;19.225;22.442;3.217;18.611;12.864;0;18.9;14.508;4.4;29.963;41.559;36.51;5.063
"2018-01-18T18:00:00+02:00";21.739;16.3;11.102;11.428;10.594;11;0;19.135;22.335;3.2;18.693;12.9;0;18.9;14.6;4.383;29.663;41.921;36.807;5.108
"2018-01-18T19:00:00+02:00";21.637;16.268;11.1;11.417;10.595;10.998;0;19.017;22.217;3.2;18.716;12.938;0;18.967;14.609;4.358;28.635;41.809;36.768;5.031
"2018-01-18T20:00:00+02:00";21.502;16.2;11.1;11.409;10.594;10.998;0;18.95;22.072;3.101;18.731;12.998;0;18.9;14.7;4.292;26.606;42.087;36.968;5.11
"2018-01-18T21:00:00+02:00";21.371;16.177;11.1;11.692;10.589;11;0;18.85;21.935;3.085;17.713;12.863;0.009;18.28;14.458;3.801;24.916;42.336;37.307;5.033
"2018-01-18T22:00:00+02:00";21.3;16.198;11.153;12.045;10.635;11.014;0;18.866;21.9;3;12.131;11.56;0.05;13.003;12.343;0.678;23.696;42.754;37.904;4.864
"2018-01-18T23:00:00+02:00";21.3;16.269;11.275;11.898;10.7;11.098;0;18.906;21.9;2.966;11.768;11.5;0.045;12.593;12.3;0.289;23;43.11;38.368;4.74
"2018-01-19T00:00:00+02:00";21.3;16.3;11.262;11.823;10.7;11.093;0;18.966;21.9;2.962;11.641;11.5;0.043;12.475;12.3;0.175;22.838;42.623;38.237;4.4
"2018-01-19T01:00:00+02:00";21.3;16.302;11.267;11.725;10.7;11.081;0;19;21.906;2.906;11.805;11.716;0.034;12.52;12.42;0.115;22.825;42.74;38.093;4.634
"2018-01-19T02:00:00+02:00";21.3;16.3;11.215;11.517;10.688;11.019;0;19.017;22;2.954;14.223;12.71;0.001;14.375;14.115;0.29;22.886;43.14;38.475;4.672
"2018-01-19T03:00:00+02:00";21.3;16.3;11.2;11.502;10.617;11;0;19.095;22;2.9;15.963;12.948;0;16.351;14.499;1.866;22.819;42.571;38.073;4.482
"2018-01-19T04:00:00+02:00";21.3;16.3;11.198;11.5;10.602;11;0;19.1;22;2.9;17.938;13.032;0;18.579;14.751;3.829;22.893;42.673;38.104;4.569
"2018-01-19T05:00:00+02:00";21.3;16.298;11.187;11.5;10.6;11;0;19.1;22;2.9;18.631;12.823;0;19.008;14.54;4.501;22.88;42.334;37.892;4.452
"2018-01-19T06:00:00+02:00";21.319;16.3;11.175;11.5;10.6;11;0;19.102;22.002;2.926;18.869;12.738;0;19.204;14.384;4.848;22.877;42.93;38.187;4.706
"2018-01-19T07:00:00+02:00";21.396;16.3;11.187;11.5;10.6;11;0;19.135;22.1;2.932;18.432;12.689;0;18.669;14.235;4.437;22.942;43.544;38.393;5.166
"2018-01-19T08:00:00+02:00";21.409;16.304;11.191;11.5;10.6;11;0;19.18;22.1;2.97;18.13;12.7;0;18.359;14.3;4.08;23.055;43.935;38.935;5.013
"2018-01-19T09:00:00+02:00";21.453;16.302;11.191;11.5;10.6;11;0;19.115;22.1;3;18;12.764;0;18.283;14.313;3.955;24.17;44.107;38.29;5.807
"2018-01-19T10:00:00+02:00";21.431;16.302;11.159;11.497;10.6;11;0;19.1;22.1;3;18.088;12.818;0;18.364;14.4;3.946;29.824;44.042;37.427;6.608
"2018-01-19T11:00:00+02:00";21.473;16.306;11.194;11.5;10.6;11;0;19.143;22.126;3;18.267;12.878;0;18.552;14.484;4.069;30.113;43.45;37.805;5.639
"2018-01-19T12:00:00+02:00";21.591;16.387;11.2;11.506;10.619;11;0;19.258;22.283;3.01;18.428;12.902;0;18.721;14.553;4.204;30.152;42.829;37.488;5.339
"2018-01-19T13:00:00+02:00";21.762;16.474;11.211;11.546;10.674;11;0;19.393;22.502;3.1;18.626;12.96;0;18.922;14.6;4.335;30.105;42.183;37.071;5.109
"2018-01-19T14:00:00+02:00";21.876;16.502;11.226;11.59;10.7;11.002;0;19.492;22.658;3.175;18.814;12.991;0;19.11;14.6;4.485;30.058;42.48;37.204;5.282
"2018-01-19T15:00:00+02:00";21.9;16.472;11.205;11.581;10.7;11.003;0;19.452;22.668;3.2;18.845;12.992;0;19.075;14.6;4.475;30.051;42.02;37.016;5.011
"2018-01-19T16:00:00+02:00";21.823;16.407;11.2;11.523;10.695;11.002;0;19.368;22.551;3.2;18.659;12.998;0;18.9;14.6;4.316;29.947;41.952;36.724;5.234
"2018-01-19T17:00:00+02:00";21.794;16.371;11.2;11.507;10.678;11;0;19.268;22.418;3.2;18.49;13;0;18.684;14.6;4.101;29.897;41.608;36.452;5.169
"2018-01-19T18:00:00+02:00";21.789;16.372;11.2;11.5;10.646;11;0;19.266;22.4;3.134;18.4;13.081;0;18.6;14.625;3.992;29.891;41.605;36.43;5.183
"2018-01-19T19:00:00+02:00";21.796;16.358;11.2;11.5;10.632;11;0;19.3;22.4;3.1;18.408;13.1;0;18.682;14.7;3.991;30.061;41.631;36.477;5.158
"2018-01-19T20:00:00+02:00";21.789;16.329;11.2;11.5;10.611;11;0;19.3;22.379;3.083;18.498;13.182;0;18.732;14.7;4;30.089;41.712;36.471;5.271
"2018-01-19T21:00:00+02:00";21.743;16.307;11.2;11.5;10.603;11;0;19.3;22.3;3.01;18.556;13.209;0;18.8;14.749;4;29.976;41.454;36.323;5.123
"2018-01-19T22:00:00+02:00";21.711;16.324;11.2;11.5;10.617;11;0;19.261;22.3;3.039;18.6;13.296;0;18.865;14.8;4.016;30.067;41.63;36.417;5.217
"2018-01-19T23:00:00+02:00";21.7;16.3;11.2;11.5;10.612;11;0;19.217;22.244;3.011;18.659;13.3;0;18.92;14.8;4.105;30.026;41.552;36.375;5.188
"2018-01-20T00:00:00+02:00";21.7;16.302;11.2;11.5;10.606;11;0;19.2;22.2;3;18.752;13.304;0;19.005;14.871;4.2;30.083;41.724;36.433;5.304
"2018-01-20T01:00:00+02:00";21.689;16.3;11.2;11.5;10.602;11;0;19.2;22.156;3;18.8;13.364;0;19.034;14.9;4.2;30.025;41.591;36.392;5.195
"2018-01-20T02:00:00+02:00";21.616;16.3;11.2;11.5;10.604;11;0;19.2;22.1;2.905;18.8;13.4;0;19.1;14.9;4.2;30.055;41.66;36.447;5.218
"2018-01-20T03:00:00+02:00";21.6;16.3;11.2;11.5;10.602;11;0;19.167;22.1;2.9;18.84;13.429;0;19.1;14.917;4.2;30.038;41.653;36.482;5.18
"2018-01-20T04:00:00+02:00";21.598;16.3;11.2;11.5;10.602;11;0;19.131;22.031;2.9;18.898;13.5;0;19.128;14.995;4.2;30.005;41.533;36.315;5.231
"2018-01-20T05:00:00+02:00";21.544;16.294;11.2;11.5;10.605;11;0;19.1;22;2.9;18.9;13.506;0;19.2;15;4.2;30.037;41.551;36.399;5.152
"2018-01-20T06:00:00+02:00";21.502;16.291;11.2;11.945;10.609;11;0;19.133;22;2.849;17.073;13.105;0.017;17.884;14.473;3.449;30.074;41.469;36.316;5.175
"2018-01-20T07:00:00+02:00";21.5;16.3;11.25;12.179;10.723;11.077;0;19.1;21.965;2.832;12.346;11.672;0.051;13.152;12.329;0.826;30.068;41.657;36.389;5.284
"2018-01-20T08:00:00+02:00";21.5;16.326;11.3;12.068;10.8;11.175;0;19.1;21.9;2.833;12.034;11.629;0.046;12.816;12.3;0.485;30.069;41.431;36.275;5.166
"2018-01-20T09:00:00+02:00";21.5;16.31;11.304;11.981;10.8;11.17;0;19.109;21.9;2.8;11.837;11.6;0.044;12.623;12.3;0.324;30.068;41.36;36.251;5.114
"2018-01-20T10:00:00+02:00";21.498;16.307;11.3;11.9;10.8;11.156;0;19.125;21.9;2.8;11.705;11.599;0.043;12.504;12.3;0.208;30.01;41.146;36.049;5.093
"2018-01-20T11:00:00+02:00";21.48;16.303;11.3;11.656;10.798;11.144;0;19.134;21.9;2.766;12.88;12.382;0.011;13.191;13.142;0.165;30.024;41.11;35.975;5.125
"2018-01-20T12:00:00+02:00";21.463;16.315;11.3;11.6;10.732;11.101;0;19.1;21.9;2.8;14.914;12.861;0;14.935;14.275;0.694;30.029;40.765;35.757;5.02
"2018-01-20T13:00:00+02:00";21.497;16.3;11.298;11.6;10.7;11.1;0;19.1;21.9;2.8;16.529;13.149;0;17.23;14.575;2.63;30.015;40.831;35.785;5.053
"2018-01-20T14:00:00+02:00";21.5;16.304;11.296;11.596;10.7;11.098;0;19.149;21.9;2.8;18.128;13.091;0;18.655;14.693;3.954;30.026;40.813;35.742;5.08
"2018-01-20T15:00:00+02:00";21.5;16.307;11.283;11.6;10.7;11.097;0;19.184;21.9;2.8;18.658;12.87;0;19.174;14.427;4.748;30.005;41.081;35.917;5.177
"2018-01-20T16:00:00+02:00";21.5;16.307;11.285;11.598;10.7;11.083;0;19.2;21.983;2.8;18.764;12.708;0;19.124;14.21;4.897;30.02;41.26;36.06;5.222
"2018-01-20T17:00:00+02:00";21.505;16.33;11.271;11.593;10.7;11.097;0;19.2;22;2.8;18.053;12.659;0;18.279;14.1;4.23;30.036;41.393;36.125;5.281
"2018-01-20T18:00:00+02:00";21.52;16.3;11.246;11.592;10.7;11.083;0;19.2;22;2.8;17.55;12.75;0;17.758;14.13;3.61;29.968;41.271;36.147;5.129
"2018-01-20T19:00:00+02:00";21.503;16.31;11.234;11.592;10.7;11.068;0;19.147;22;2.8;17.543;12.851;0;17.775;14.262;3.513;29.974;41.454;36.211;5.245
"2018-01-20T20:00:00+02:00";21.5;16.3;11.226;11.58;10.7;11.059;0;19.172;21.961;2.8;17.754;12.917;0;18.052;14.381;3.697;30.049;41.453;36.175;5.289
"2018-01-20T21:00:00+02:00";21.5;16.3;11.215;11.573;10.7;11.07;0;19.186;21.9;2.8;17.992;12.984;0;18.309;14.4;3.893;30.016;41.544;36.277;5.279
"2018-01-20T22:00:00+02:00";21.5;16.3;11.219;11.569;10.7;11.049;0;19.141;21.9;2.8;18.146;12.995;0;18.455;14.4;4.022;30.01;41.371;36.122;5.241
"2018-01-20T23:00:00+02:00";21.5;16.3;11.223;11.567;10.7;11.064;0;19.133;21.9;2.8;18.2;13;0;18.5;14.4;4.084;29.966;41.404;36.179;5.221
"2018-01-21T00:00:00+02:00";21.5;16.3;11.222;11.584;10.7;11.075;0;19.134;21.9;2.788;18.2;13;0;18.5;14.454;4.015;30.007;41.52;36.228;5.29
"2018-01-21T01:00:00+02:00";21.485;16.3;11.216;11.577;10.7;11.071;0;19.11;21.9;2.777;18.2;13.011;0;18.45;14.5;4;30.081;41.641;36.428;5.204
"2018-01-21T02:00:00+02:00";21.418;16.3;11.218;11.555;10.7;11.058;0;19.1;21.885;2.716;18.195;13.09;0;18.4;14.5;3.939;29.984;41.754;36.422;5.329
"2018-01-21T03:00:00+02:00";21.397;16.3;11.201;11.551;10.7;11.051;0;19.099;21.8;2.729;18.2;13.109;0;18.443;14.588;3.9;30.07;41.716;36.426;5.286
"2018-01-21T04:00:00+02:00";21.313;16.294;11.204;11.534;10.696;11.056;0;19;21.8;2.787;18.223;13.193;0;18.509;14.6;3.9;30.041;41.795;36.579;5.235
"2018-01-21T05:00:00+02:00";21.3;16.212;11.201;11.534;10.7;11.051;0;19;21.725;2.725;18.3;13.203;0;18.6;14.656;3.931;30.1;41.944;36.597;5.353
"2018-01-21T06:00:00+02:00";21.262;16.21;11.205;11.509;10.7;11.044;0;19;21.7;2.7;18.362;13.281;0;18.675;14.7;4;30.02;41.959;36.714;5.277
"2018-01-21T07:00:00+02:00";21.209;16.217;11.2;11.509;10.7;11.048;0;19;21.663;2.691;18.433;13.3;0;18.75;14.7;4;30.025;42.235;36.762;5.49
"2018-01-21T08:00:00+02:00";21.2;16.2;11.203;11.504;10.7;11.023;0;18.963;21.6;2.6;18.5;13.324;0;18.8;14.766;4.024;30.045;42.242;36.785;5.456
"2018-01-21T09:00:00+02:00";21.119;16.2;11.2;11.505;10.7;11.024;0;18.9;21.551;2.627;18.567;13.394;0;18.883;14.8;4.083;30.061;42.269;36.882;5.388
"2018-01-21T10:00:00+02:00";21.1;16.196;11.2;11.507;10.7;11.044;0;18.9;21.5;2.6;18.6;13.4;0;18.9;14.818;4.1;30.023;41.943;36.632;5.308
"2018-01-21T11:00:00+02:00";21.014;16.187;11.2;11.503;10.698;11.024;0;18.9;21.451;2.6;18.602;13.464;0;18.941;14.9;4.1;29.988;41.852;36.593;5.256
