; _JN01LM01_FQ; _JN01LM01_QQ; _JN01LM01_T1; _JN01LM01_T2; _JN01LM01_Tdiff; _JN01LM02_FE; _JN01LM02_FQ; _JN01LM02_QQ; _JN01LM02_T1; _JN01LM02_T2; _JN01LM02_Tdiff; _JN01_PE01; _JN01_SC01; _JN01_SC02; _JN01_TE01; _JN01_TE02; _JN01_TE03; _JN01_TE11; _JN01_TE12; _JN01_TE13; _JN01_TE21; _JN01_TV01; _JN02LM01_FE; _JN02LM01_FQ; _JN02LM01_QQ; _JN02LM01_T1; _JN02LM01_T2; _JN02LM01_Tdiff; _JN02_PE01; _JN02_SC01; _JN02_TE01; _JN02_TE02; _JN02_TE11; _JN02_TE12; _HP01LM01_QE; _IV01LM01_QE; _JN01LM01_QE; _JN01LM02_QE; _JN01LM02_QE_postsolar; _JN02LM01_QE; _KS01LM01_QE; _KS01LM02_QE; _LL01LM01_QE; _LP01LM01_QE; _LV01LM01_QE; _OLK_LM01_QE; _kWToHP_QE;Principal Component 1;Principal Component 2;Principal Component 3
 _JN01_TE21;0.7822399991424673;0.7332660741040488;0.8683264016348817;0.9160926286855656;0.15000736965877945;-0.47162167566012836;0.7939012568348037;0.7831549921400508;0.9732663178603063;0.9899129335781918;-0.5440145174875697;0.13374937454118524;-0.486607957090678;0.16281084782180855;0.9186101238620716;0.8673213350563466;0.9407019103809033;0.9898294467899368;0.9438873490142015;0.9727451292662935;1.0;-0.4429956610832493;0.653011642778852;0.7509432251002317;0.74512353082034;0.5613278547709714;0.7575565344745521;-0.02461179082020439;0.8431174329007476;0.6295511133481027;0.527860213126529;0.8194264021084541;0.8333236158378694;0.891383750197244;-0.8895761660650525;-0.49420072358293743;-0.8740261325198434;-0.8284020773944689;-0.7641522056783365;0.474199456823205;-0.7930620949199468;;-0.6392187126092043;-0.8852861340104023;-0.17404827360100275;-0.7801971910503243;-0.5000155115048601;0.9721450738965074;-0.15870449163464606;0.02037440792315382
 _JN01_TV01;-0.4632082580475059;-0.2588247101185894;-0.13011990473323215;-0.21266530779919995;-0.49221330606526253;-0.20380377632038332;-0.43848095745440907;-0.41160624177991817;-0.4773416526526149;-0.48685610333543994;0.2917072785355374;-0.43061297310046986;-0.1745947856418583;0.05293941870202742;-0.21811622488646643;-0.1251731221199197;-0.3145747962327881;-0.4897787380236579;-0.48144473059127063;-0.47773353593962853;-0.4429956610832493;1.0;-0.36821372203337804;-0.5336396969559025;-0.5612293813156692;-0.5415585085614433;-0.5678155569132829;-0.29491310692681244;-0.5363330590287059;-0.3450041236544436;-0.5395101770154791;-0.5620690184713227;-0.533042357926276;-0.5061190094394574;0.24576744225510208;0.14404595636679313;0.5659880107745131;0.6479090779440554;0.2924199287026183;-0.44071433584804803;0.3578844173750138;;0.29486052613549946;0.24490799937277363;0.04528323752275692;0.31902334881951216;-0.2178207151104712;-0.4858474788844119;-0.3970757083926572;-0.18447054047791164
 _JN02LM01_FE;0.6039557518946587;0.5571675372711876;0.40744575878481;0.46927203484104746;0.10814289659272693;-0.27565748747835006;0.6066979820668248;0.6032179313800663;0.7494780490230301;0.66853106658765;0.05754707858595198;0.4082543166797383;-0.06882220783062978;0.07848800496868417;0.47409662443687517;0.405532133212367;0.48941544094445333;0.6714236031464935;0.8188013359325204;0.749196286745826;0.653011642778852;-0.36821372203337804;1.0;0.5762736426721379;0.5695261188185339;0.6696415998130473;0.6754119869249716;0.4140029011319132;0.8716482899855329;0.9858437293987955;0.6359466973460064;0.7406561317528858;0.8870006355219594;0.8479321350092333;-0.5071640117697982;-0.3101194285229;-0.6711735365644028;-0.670083055512852;-0.19556375632546522;0.8783594384472533;-0.6381074146925972;;-0.5879130917940107;-0.5233080367331062;0.05852788590769313;-0.5913889412526205;0.006255682172417533;0.7458602745536833;0.4283602033106982;0.10753263994189087
 _JN02LM01_FQ;0.939058917991298;0.74232118946261;0.41707646137799725;0.5003132137034653;0.03564146805460574;-0.44705386473406244;0.957688929876215;0.9075573185748088;0.809461843144089;0.7586343371491907;-0.12897164393647365;0.6103778093519101;0.09134119014281691;0.1140073452506003;0.5070144141286854;0.4129633388321835;0.5409101070112534;0.7610656161050705;0.7506098486214876;0.8099816213560862;0.7509432251002317;-0.5336396969559025;0.5762736426721379;1.0;0.9970894115896004;0.4325980740875946;0.5994019242279801;-0.04689189999075873;0.6770755755838362;0.5552414719128443;0.40139068210264084;0.6513332099181944;0.6776241638812966;0.7067393606341622;-0.6615720116925723;-0.434375085630211;-0.8342725168360566;-0.6351344984487508;-0.3939909262994577;0.4229105778270091;-0.8511064341787759;;-0.729048877154274;-0.6828697982353285;0.0788966895904581;-0.7972775491999835;0.01541911863038502;0.8021624451293972;0.2741626138454713;-0.38748398367367454
 _JN02LM01_QQ;0.9327935575321419;0.7219651240010053;0.40495032898273253;0.48900474318889986;0.06210800477008733;-0.41980007254921914;0.9442319793466978;0.8957194221198;0.8050499200097586;0.754311042505812;-0.1275999333577903;0.6020566782671349;0.1026647628453029;0.10993699686318889;0.495614040077682;0.4006265600351977;0.5338299072442819;0.7567252588896591;0.7448944106928096;0.8055522837960634;0.74512353082034;-0.5612293813156692;0.5695261188185339;0.9970894115896004;1.0;0.44549774544361714;0.6075104006614321;-0.029654142819804157;0.678408178707681;0.5479452833703743;0.4157128932259225;0.6559212996767931;0.6781757574915114;0.7058837927737068;-0.6465337759752268;-0.42431216846105824;-0.8303443505201207;-0.6416870384149557;-0.3872921583265863;0.42369023288867275;-0.8336329571965901;;-0.7113480475027969;-0.6654488797180961;0.060952360941471766;-0.7804178745843412;0.03362277992156603;0.7952878117592386;0.28736462488029973;-0.3637332601709722
 _JN02LM01_T1;0.3899348960650166;0.26680507526985386;0.35972963268869845;0.40982095068561486;0.4354190557261694;-0.005833707397195375;0.3851736800902556;0.362480924850218;0.6367993962467186;0.5898280146913215;-0.06191563243939441;0.22497612477636056;-0.11110696144815535;0.007774760864933104;0.41321908920960676;0.35606999359012886;0.4566946105325717;0.5919196307120086;0.7208779539126433;0.6338813488045256;0.5613278547709714;-0.5415585085614433;0.6696415998130473;0.4325980740875946;0.44549774544361714;1.0;0.9401152826137757;0.7506203947077064;0.8455341594416719;0.6446308469039761;0.9947352757455855;0.9101474661801593;0.8538502099635316;0.8176516202752835;-0.3547296258750153;-0.18362504178663144;-0.5303091275488051;-0.7333982422678866;-0.23405579724253764;0.8085408487291853;-0.40593460055245056;;-0.3592298303258837;-0.34387898728801547;-0.1460461978749546;-0.3705333823106714;0.020876471207664924;0.651813958451529;0.448451778354462;0.5469045451594423
 _JN02LM01_T2;0.5714891738031824;0.4541684890268324;0.5719357812294386;0.6216762235428089;0.42609727911436973;-0.14300651009533857;0.5734158372963768;0.5494734581816809;0.80405728080264;0.776402992277961;-0.2384380050868133;0.22311802274898154;-0.2590960146146919;0.0263559474834063;0.6255384525793224;0.5682235471103956;0.6677271879914353;0.7781216052103547;0.843285113150184;0.8009472663806751;0.7575565344745521;-0.5678155569132829;0.6754119869249716;0.5994019242279801;0.6075104006614321;0.9401152826137757;1.0;0.4805377574881353;0.9070276979760753;0.646575903242842;0.9249008037593083;0.9890179406941471;0.9062732262447568;0.9148626925916732;-0.5538138468532189;-0.2643654802720029;-0.6745725233025832;-0.8198180979573184;-0.44479184042845865;0.7133272367783774;-0.5823367706744886;;-0.4802817366098254;-0.5418800708100882;-0.18545040380166924;-0.53178583915361;-0.164641428036269;0.8154630373877502;0.265660002485851;0.4168881383968446
 _JN02LM01_Tdiff;-0.10299522720353983;-0.1928794098167519;-0.18530288420954197;-0.1525156609112852;0.29337254543743296;0.262590587931082;-0.11867866401377188;-0.13099619155856543;0.07965437553700135;0.012241488108347152;0.3036973504426996;0.15082255120706856;0.2196344450572593;-0.03134375280097819;-0.1512294587011907;-0.18752325625873306;-0.12080332586000174;0.014317963451219667;0.22027913176219685;0.07817640998300472;-0.02461179082020439;-0.29491310692681244;0.4140029011319132;-0.04689189999075873;-0.029654142819804157;0.7506203947077064;0.4805377574881353;1.0;0.4173665243257628;0.40541269702269755;0.7664428810286965;0.42470241312145013;0.44042028780366915;0.3302355932642037;0.16156336629700815;0.03939380128142561;-0.057665103583446994;-0.29841670699087125;0.2612045357402949;0.6992769631251782;0.08343308991077354;;0.005502717915689808;0.1660626948313186;-0.013741410897579383;0.07653454876160408;0.3759443686278921;0.09639895430511426;0.6419238757113669;0.5967614077517349
 _JN02_PE01;0.7000060091634842;0.6279972572199063;0.6194547002013753;0.683129786102211;0.2721517835863179;-0.2872616283543624;0.6977017816433977;0.6919216802173802;0.9041009209369819;0.863951724226038;-0.22428240589094556;0.3035971972714196;-0.24888349475032634;0.09957072796808039;0.6880307187756306;0.6176768635095315;0.7187213755765429;0.8662785515059792;0.9562486983045307;0.9055766225516646;0.8431174329007476;-0.5363330590287059;0.8716482899855329;0.6770755755838362;0.678408178707681;0.8455341594416719;0.9070276979760753;0.4173665243257628;1.0;0.8641562488795013;0.826304917065707;0.9507337888275231;0.9933974652908693;0.9872611738047545;-0.6735377143824404;-0.37998224206112596;-0.8021376138322878;-0.876737052726728;-0.4675355941610887;0.8309258065819906;-0.7064938613285967;;-0.6291055108556068;-0.6740726727264005;-0.0993935354381072;-0.6700675191560209;-0.16986318936477587;0.9133753230546068;0.2792517026752115;0.2464525348077836
 _JN02_SC01;0.5922069426171208;0.5554678421374087;0.38679521502099123;0.4499399928375188;0.08095913425015051;-0.3017332830672467;0.5922730957050097;0.5935532098927762;0.7255979410077882;0.6450013689062214;0.06656359102820758;0.3992001758427782;-0.057724425120423764;0.07750092091991075;0.45566086922050697;0.386690658497146;0.4664123040837341;0.6492731964915015;0.8069332377875524;0.7303539344626411;0.6295511133481027;-0.3450041236544436;0.9858437293987955;0.5552414719128443;0.5479452833703743;0.6446308469039761;0.646575903242842;0.40541269702269755;0.8641562488795013;1.0;0.6210986529231062;0.7217062775154234;0.8781389219339057;0.8346252164284251;-0.5053532841556994;-0.3061028463781897;-0.6620087239728831;-0.663567125062518;-0.19023506813251648;0.8745527521264945;-0.6259597457000532;;-0.5796931015813682;-0.5220296813409644;0.06331365640016966;-0.5809316172323109;0.007927665061855549;0.7296869787290259;0.42637804212746244;0.09328602788039914
 _JN02_TE01;0.36004657053432554;0.23845624847820132;0.3283120848070492;0.3775657837260833;0.43420043192110297;0.010222049571876963;0.3522656288888939;0.33205854260253903;0.6013898516184779;0.5567716009595597;-0.057940964992108226;0.2106273275724353;-0.09393527671204421;0.004540357582260186;0.3812103365610911;0.32528393455172394;0.42549301165582204;0.5592186516712017;0.6928313937764582;0.6006676471697384;0.527860213126529;-0.5395101770154791;0.6359466973460064;0.40139068210264084;0.4157128932259225;0.9947352757455855;0.9249008037593083;0.7664428810286965;0.826304917065707;0.6210986529231062;1.0;0.8947513605772216;0.8341556271143803;0.7931889420783579;-0.32753890588514;-0.17163453429812256;-0.5034017671762416;-0.7192424822335677;-0.2201499735801702;0.7964555260758619;-0.37491744620290923;;-0.33622191070391017;-0.3154835845318869;-0.15206162327101075;-0.3431071146457455;0.03734889733396046;0.6215889869221082;0.45517938130241636;0.5615606567964337
 _JN02_TE02;0.6404565013991034;0.5378990970496872;0.6242205639408686;0.6785793271817226;0.3755635272099112;-0.21726354313777696;0.6431807126414446;0.6237677399807676;0.864138550142876;0.8359832365415489;-0.2649222977872258;0.24713885767557547;-0.2828112383748209;0.05033798146323407;0.6830778466999452;0.6214784117662109;0.7210239550138997;0.8382403662605248;0.9036596531862467;0.8634871511467938;0.8194264021084541;-0.5620690184713227;0.7406561317528858;0.6513332099181944;0.6559212996767931;0.9101474661801593;0.9890179406941471;0.42470241312145013;0.9507337888275231;0.7217062775154234;0.8947513605772216;1.0;0.9489938264026746;0.9594818565335576;-0.6283140752594144;-0.31235081121148167;-0.7407418512703879;-0.8560654529987256;-0.4906787774746973;0.7394413532925419;-0.6508071008539347;;-0.546427263806987;-0.6196833971326711;-0.1692185332453093;-0.6013966210690633;-0.20195977716156208;0.8768371738639423;0.24114257931935998;0.34948595404544025
 _JN02_TE11;0.6882460115598052;0.6037698333323961;0.5966847005928863;0.6629853049434582;0.2702858518237883;-0.2922808702714216;0.6886068102106347;0.6774955549182224;0.8993921928550331;0.8523903885472862;-0.18684221588954672;0.3187559928580113;-0.22171022039452337;0.09389759865039303;0.6675236256810089;0.5950177880393763;0.6984832835289734;0.8551030654152035;0.9556370301598355;0.9009010251234248;0.8333236158378694;-0.533042357926276;0.8870006355219594;0.6776241638812966;0.6781757574915114;0.8538502099635316;0.9062732262447568;0.44042028780366915;0.9933974652908693;0.8781389219339057;0.8341556271143803;0.9489938264026746;1.0;0.984847175346182;-0.6638717154360911;-0.37064535489920986;-0.8014599509969347;-0.8672506256124951;-0.43822468555188265;0.8509740787783765;-0.6994704493453892;;-0.6041077662756474;-0.6642935200960641;-0.09891930903576875;-0.6609857842838075;-0.1427316025454584;0.9037933032203623;0.3084761867191949;0.2511920563708634
 _JN02_TE12;0.7245125240163903;0.6505255166378188;0.6850958804434087;0.7459661565961432;0.26149795386412356;-0.34145761221740584;0.7279321065878269;0.7170796183077954;0.9427016634758868;0.9082295910859078;-0.26997162040528117;0.2750495354471852;-0.30610215275095526;0.10020456910732764;0.7503306623844203;0.6834148046024726;0.77723160327917;0.9103940075572032;0.9741761839450501;0.9434742740762702;0.891383750197244;-0.5061190094394574;0.8479321350092333;0.7067393606341622;0.7058837927737068;0.8176516202752835;0.9148626925916732;0.3302355932642037;0.9872611738047545;0.8346252164284251;0.7931889420783579;0.9594818565335576;0.984847175346182;1.0;-0.7297982351035823;-0.39947533399900653;-0.8272486910563794;-0.8710421320532535;-0.526334363572516;0.7673826686733864;-0.7421718839820265;;-0.6319462158179292;-0.7284379496003994;-0.12399058959806532;-0.703915292131504;-0.2384762988689827;0.9437490590821559;0.19884703714007634;0.21408268561140872
 _HP01LM01_QE;-0.7351368872363916;-0.7434449294000532;-0.7883173695371544;-0.8517287081706251;0.13797224861980398;0.7662122676059422;-0.7426944742616285;-0.7512660910245103;-0.8667516962522024;-0.8995854097626521;0.581091435486027;-0.05555984570451473;0.43916570131310056;-0.20072853665419746;-0.8520011967635785;-0.7905826434373967;-0.8339053987501943;-0.8987064254329037;-0.8422548937795851;-0.8703263000050044;-0.8895761660650525;0.24576744225510208;-0.5071640117697982;-0.6615720116925723;-0.6465337759752268;-0.3547296258750153;-0.5538138468532189;0.16156336629700815;-0.6735377143824404;-0.5053532841556994;-0.32753890588514;-0.6283140752594144;-0.6638717154360911;-0.7297982351035823;1.0;0.5964238671611167;0.8868680370834748;0.7429756664471779;0.8394997946764672;-0.3155712240056412;0.7656083715639912;;0.57382454204962;0.9933667275350705;0.21043292421174026;0.8030533992219827;0.5415699917305652;-0.8841447189037217;0.30481817340085693;0.19767173821978748
 _IV01LM01_QE;-0.467563195923016;-0.458624596406558;-0.34968684434309655;-0.4048638973157987;0.28343376104480256;0.48034225556822935;-0.4755007498773818;-0.4762000648978488;-0.49723229652242495;-0.5111900971626164;0.311842176949256;-0.10876820713221891;0.0753084359824359;-0.3137376217114541;-0.40592288734973264;-0.3513181014036658;-0.3971852376557436;-0.5082730207694448;-0.488104033728237;-0.5001506246417301;-0.49420072358293743;0.14404595636679313;-0.3101194285229;-0.434375085630211;-0.42431216846105824;-0.18362504178663144;-0.2643654802720029;0.03939380128142561;-0.37998224206112596;-0.3061028463781897;-0.17163453429812256;-0.31235081121148167;-0.37064535489920986;-0.39947533399900653;0.5964238671611167;1.0;0.586000022329739;0.41862695446438086;0.45759794827255884;-0.20785953235928237;0.49868021807136204;;0.3642416130928102;0.6125481740581821;-0.04552113707435954;0.7794342885022932;0.17192634369826496;-0.5231219323576619;0.08529976364923304;0.32354696011449596
 _JN01LM01_QE;-0.8504700447967162;-0.7492234905284174;-0.5814877332172195;-0.6838309672805124;-0.0053417886931175764;0.5968373468945791;-0.8511228580287153;-0.8396572657054354;-0.9160518499204976;-0.9018339925806309;0.3679299683399377;-0.3994295229276509;0.10874707101790305;-0.2052852266225884;-0.687594413158235;-0.5806658744771077;-0.7048755830622857;-0.9027512283732096;-0.9031176491688597;-0.9193115496418236;-0.8740261325198434;0.5659880107745131;-0.6711735365644028;-0.8342725168360566;-0.8303443505201207;-0.5303091275488051;-0.6745725233025832;-0.057665103583446994;-0.8021376138322878;-0.6620087239728831;-0.5034017671762416;-0.7407418512703879;-0.8014599509969347;-0.8272486910563794;0.8868680370834748;0.586000022329739;1.0;0.8217789191125613;0.640829478934672;-0.537948044654407;0.8285548564299212;;0.6570612851819562;0.8946671809075823;0.0704419089477471;0.8443086347529905;0.18590715220566825;-0.9185241746344598;-0.10408667516413318;0.20480048998757128
 _JN01LM02_QE;-0.6575249751419002;-0.5738127514424712;-0.6426899912647978;-0.7139061795398192;-0.29165463058698304;0.3040562264543233;-0.643788843067905;-0.6443492636296244;-0.8445913566440407;-0.864456098353108;0.5111701138255307;-0.1440485589414023;0.31154137971034646;-0.10780855976454051;-0.716411870474514;-0.6419768814432042;-0.7539630463626488;-0.8656165420008596;-0.8897310138192347;-0.8469190340508744;-0.8284020773944689;0.6479090779440554;-0.670083055512852;-0.6351344984487508;-0.6416870384149557;-0.7333982422678866;-0.8198180979573184;-0.29841670699087125;-0.876737052726728;-0.663567125062518;-0.7192424822335677;-0.8560654529987256;-0.8672506256124951;-0.8710421320532535;0.7429756664471779;0.41862695446438086;0.8217789191125613;1.0;0.6829124032595821;-0.6879695170967507;0.6436906666957579;;0.5107403581700359;0.7273909120817864;0.247219225895139;0.6405780246508479;0.26305348321914274;-0.8813195552303613;-0.08094565408592405;-0.24704081641339948
 _JN01LM02_QE_postsolar;-0.4812944101804177;-0.5330133269535368;-0.8198991783725675;-0.8423401737706288;-0.02166760662125352;0.4917783173715153;-0.47834506658012843;-0.5005779225035524;-0.656484594214802;-0.7691350403935221;0.8932703647194675;0.2670200215990338;0.6450542773438722;-0.12637512357425384;-0.841318245375855;-0.822607984341675;-0.8438465849947816;-0.7669455415197545;-0.6268095786668718;-0.6589376738963282;-0.7641522056783365;0.2924199287026183;-0.19556375632546522;-0.3939909262994577;-0.3872921583265863;-0.23405579724253764;-0.44479184042845865;0.2612045357402949;-0.4675355941610887;-0.19023506813251648;-0.2201499735801702;-0.4906787774746973;-0.43822468555188265;-0.526334363572516;0.8394997946764672;0.45759794827255884;0.640829478934672;0.6829124032595821;1.0;-0.0417167828176925;0.5097513437152604;;0.35076981687427217;0.8136964171575934;0.34879491590217143;0.5598968651047677;0.7253219553646354;-0.704072875220497;0.5878788335411474;-0.026651409858077894
 _JN02LM01_QE;0.42284639401146196;0.350613177385886;0.2161818685716287;0.28215385868840454;0.2374397770663594;-0.0825724656669619;0.41759824525042105;0.41137319132821115;0.5866925036284396;0.5052025619640099;0.13478520518443377;0.37688072510424314;0.04586461308209871;0.04743720386151187;0.2860610968300645;0.2146204628223636;0.31320957624145;0.5082713684883079;0.7086179972202603;0.5875178732553547;0.474199456823205;-0.44071433584804803;0.8783594384472533;0.4229105778270091;0.42369023288867275;0.8085408487291853;0.7133272367783774;0.6992769631251782;0.8309258065819906;0.8745527521264945;0.7964555260758619;0.7394413532925419;0.8509740787783765;0.7673826686733864;-0.3155712240056412;-0.20785953235928237;-0.537948044654407;-0.6879695170967507;-0.0417167828176925;1.0;-0.43932738803791604;;-0.4323124357806435;-0.32466171614177874;0.028346534794509364;-0.4049321354419522;0.18049868920056206;0.601829556389887;0.594108115377656;0.3329453038659668
 _KS01LM01_QE;-0.8734123092192744;-0.8101096186870551;-0.5549726558984035;-0.6265766138050441;0.05083690710981962;0.5634917248132264;-0.8958739165724179;-0.877953360852193;-0.8247277099101795;-0.7936493282274306;0.23289476474957252;-0.41787571019640946;0.11370767918155081;-0.1342227328375948;-0.631576180289319;-0.5539083277418877;-0.6369038329666731;-0.7954553673496998;-0.792831067947299;-0.8265258173715502;-0.7930620949199468;0.3578844173750138;-0.6381074146925972;-0.8511064341787759;-0.8336329571965901;-0.40593460055245056;-0.5823367706744886;0.08343308991077354;-0.7064938613285967;-0.6259597457000532;-0.37491744620290923;-0.6508071008539347;-0.6994704493453892;-0.7421718839820265;0.7656083715639912;0.49868021807136204;0.8285548564299212;0.6436906666957579;0.5097513437152604;-0.43932738803791604;1.0;;0.8092074897121745;0.7915571547570888;-0.10322793564550913;0.9317057837232038;0.19966762010846845;-0.848517663176248;-0.10080978951377087;0.3631636195761805
 _KS01LM02_QE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 _LL01LM01_QE;-0.7708301861523784;-0.7440623752923637;-0.43968702616266403;-0.4942995763638617;0.03621435381561908;0.4055318518862796;-0.7893716541155646;-0.7810577243562562;-0.669029237049995;-0.6322538779498456;0.1293517402728509;-0.43816662353522645;0.0810906433319773;-0.07085546791003056;-0.5019424668995391;-0.4386328264602351;-0.504845270035175;-0.6342585027898943;-0.6576591229791816;-0.6710325717383807;-0.6392187126092043;0.29486052613549946;-0.5879130917940107;-0.729048877154274;-0.7113480475027969;-0.3592298303258837;-0.4802817366098254;0.005502717915689808;-0.6291055108556068;-0.5796931015813682;-0.33622191070391017;-0.546427263806987;-0.6041077662756474;-0.6319462158179292;0.57382454204962;0.3642416130928102;0.6570612851819562;0.5107403581700359;0.35076981687427217;-0.4323124357806435;0.8092074897121745;;1.0;0.6015921635882445;-0.14707393136975078;0.7389687662089987;0.14047271357295357;-0.7099513838238395;-0.17058400194457007;0.3214222096163276
 _LP01LM01_QE;-0.7574606503035806;-0.7686169920333511;-0.7700053298405658;-0.834684886331129;0.17293286256617113;0.7741618793837022;-0.7683607133561003;-0.7755115960395624;-0.8680944941475827;-0.895084775270035;0.5522865908470911;-0.10420539559977023;0.40175229428684456;-0.2039331085853542;-0.836036900291004;-0.7718121123278374;-0.8170441318737302;-0.8943687874448837;-0.84243367589379;-0.871751004481016;-0.8852861340104023;0.24490799937277363;-0.5233080367331062;-0.6828697982353285;-0.6654488797180961;-0.34387898728801547;-0.5418800708100882;0.1660626948313186;-0.6740726727264005;-0.5220296813409644;-0.3154835845318869;-0.6196833971326711;-0.6642935200960641;-0.7284379496003994;0.9933667275350705;0.6125481740581821;0.8946671809075823;0.7273909120817864;0.8136964171575934;-0.32466171614177874;0.7915571547570888;;0.6015921635882445;1.0;0.09670317645751637;0.8285782022538589;0.5149867388584218;-0.8854280593895546;0.2706170438674515;0.25000864098936043
 _LV01LM01_QE;0.0755131543942113;0.09791400833133186;-0.27770488484187716;-0.2766530407187774;-0.2766338419712931;0.05025844438753927;0.10299855729236007;0.08927074619263814;-0.12260230931493397;-0.17729505902293952;0.3344319699819641;0.4051310488777752;0.3863026820418012;-0.003219017880313188;-0.26750606058457865;-0.2819583982496905;-0.27240390129178066;-0.17576425505155072;-0.12867058017578165;-0.12245930823014767;-0.17404827360100275;0.04528323752275692;0.05852788590769313;0.0788966895904581;0.060952360941471766;-0.1460461978749546;-0.18545040380166924;-0.013741410897579383;-0.0993935354381072;0.06331365640016966;-0.15206162327101075;-0.1692185332453093;-0.09891930903576875;-0.12399058959806532;0.21043292421174026;-0.04552113707435954;0.0704419089477471;0.247219225895139;0.34879491590217143;0.028346534794509364;-0.10322793564550913;;-0.14707393136975078;0.09670317645751637;1.0;-0.0939340861377289;0.3097464427889255;-0.12559032440551235;0.3380452145161156;-0.41425838463579795
 _OLK_LM01_QE;-0.8273518710123882;-0.7779223418009116;-0.547532056339092;-0.622393976791728;0.15555333865675203;0.6083184730908349;-0.8469281729552391;-0.8342736687240587;-0.8043717658040013;-0.7877166998615375;0.2987523127288791;-0.3480083193477243;0.11364706827427871;-0.22838129992990075;-0.6264672270877175;-0.5474457027069485;-0.6266453763875467;-0.7878019998324948;-0.7775681977899085;-0.8068966909846461;-0.7801971910503243;0.31902334881951216;-0.5913889412526205;-0.7972775491999835;-0.7804178745843412;-0.3705333823106714;-0.53178583915361;0.07653454876160408;-0.6700675191560209;-0.5809316172323109;-0.3431071146457455;-0.6013966210690633;-0.6609857842838075;-0.703915292131504;0.8030533992219827;0.7794342885022932;0.8443086347529905;0.6405780246508479;0.5598968651047677;-0.4049321354419522;0.9317057837232038;;0.7389687662089987;0.8285782022538589;-0.0939340861377289;1.0;0.21622972323286274;-0.8325327109305262;-0.03752028334601521;0.3981405202186743
 _kWToHP_QE;-0.11526324773643186;-0.3058781060156095;-0.838937604400353;-0.7875765287552614;-0.07042383875569724;0.2892252463889867;-0.12695123595942534;-0.16531087406636316;-0.33629572405301994;-0.44563921715365745;0.699584099396058;0.6404066367973267;0.9313341236923416;-0.07333789361524949;-0.7855735386518761;-0.8416133384455446;-0.7359820328133854;-0.44190316913951966;-0.3127500493110332;-0.33379250254890713;-0.5000155115048601;-0.2178207151104712;0.006255682172417533;0.01541911863038502;0.03362277992156603;0.020876471207664924;-0.164641428036269;0.3759443686278921;-0.16986318936477587;0.007927665061855549;0.03734889733396046;-0.20195977716156208;-0.1427316025454584;-0.2384762988689827;0.5415699917305652;0.17192634369826496;0.18590715220566825;0.26305348321914274;0.7253219553646354;0.18049868920056206;0.19966762010846845;;0.14047271357295357;0.5149867388584218;0.3097464427889255;0.21622972323286274;1.0;-0.3846313350533676;0.8499551490334284;-0.18521315558465434
Principal Component 1;0.8437602261928353;0.7895589080065664;0.7873409818762549;0.8526287298246907;0.1413950979929175;-0.49760252547509576;0.8499428367699385;0.8442295809802849;0.984283025541123;0.9804176095385683;-0.44716086097786545;0.23887367498121276;-0.37551692172458345;0.1533803406086464;0.8562355619979158;0.7862087909369906;0.87398456712435;0.9812205112765562;0.9810431572530325;0.9850256808784671;0.9721450738965074;-0.4858474788844119;0.7458602745536833;0.8021624451293972;0.7952878117592386;0.651813958451529;0.8154630373877502;0.09639895430511426;0.9133753230546068;0.7296869787290259;0.6215889869221082;0.8768371738639423;0.9037933032203623;0.9437490590821559;-0.8841447189037217;-0.5231219323576619;-0.9185241746344598;-0.8813195552303613;-0.704072875220497;0.601829556389887;-0.848517663176248;;-0.7099513838238395;-0.8854280593895546;-0.12559032440551235;-0.8325327109305262;-0.3846313350533676;1.0;2.135626932831137e-14;1.4233522824821577e-16
Principal Component 2;0.160947943131888;-0.03583125527504134;-0.5494597303227635;-0.4814791643649524;0.11542871073406703;0.21702464505609542;0.15568610053504692;0.11453663942942449;0.02278935928683437;-0.11612360764583822;0.6886475526072372;0.7519998225437056;0.770060529279747;-0.0970983307552924;-0.4746292767964613;-0.5540836690221301;-0.4255771334070394;-0.11073832512513242;0.09284923142235109;0.02416579946182822;-0.15870449163464606;-0.3970757083926572;0.4283602033106982;0.2741626138454713;0.28736462488029973;0.448451778354462;0.265660002485851;0.6419238757113669;0.2792517026752115;0.42637804212746244;0.45517938130241636;0.24114257931935998;0.3084761867191949;0.19884703714007634;0.30481817340085693;0.08529976364923304;-0.10408667516413318;-0.08094565408592405;0.5878788335411474;0.594108115377656;-0.10080978951377087;;-0.17058400194457007;0.2706170438674515;0.3380452145161156;-0.03752028334601521;0.8499551490334284;2.135626932831137e-14;1.0;-3.443788326448214e-17
